0_deg,,4_deg,,6_deg,,8_deg,,10_deg,
X,Y,X,Y,X,Y,X,Y,X,Y
0.18700629353878517,0.14295382387958044,0.17899909041483497,0.17773933316070678,0.16832281958290185,0.22924864498083608,0.17366095499886836,0.3041712803555696,0.16031561645895187,0.39314190986306563
0.38718637163753467,0.14295382387958044,0.3658338299736682,0.17907723736382697,0.37651010080560143,0.22791074077771578,0.3658338299736682,0.30216442405088917,0.37651010080560143,0.395148766167746
0.6247333976480512,0.14629858438738108,0.5660139080724179,0.18175304577006746,0.5740211111963679,0.2366071180979974,0.5606757726564512,0.3055091845586898,0.5633448403644347,0.39715562247242636
0.7768702570031009,0.18041514156694716,0.7074744965955343,0.20182160881687106,0.7581867830472176,0.27206157948068377,0.7501795799232677,0.3389567896366959,0.6727766163917511,0.41187256870674904
0.8702876267825174,0.22456598026991514,0.4912800122488846,0.17907723736382697,0.8302516111627675,0.30350232825400947,0.8275825434547842,0.37106649051158164,0.7581867830472176,0.42926532334731216
0.9156617778182342,0.26871681897288313,0.7822083924190676,0.22189017186367477,0.8756257621984841,0.33360517282421487,0.8756257621984841,0.41789313762079006,0.8142372049148675,0.4593681679175176
0.9903956736417673,0.32490879550393337,0.8489350851186507,0.2539998727385605,0.9049855069863008,0.35902535268349944,0.923668980942184,0.46003712001907776,0.8542732205346174,0.48278149147212185
1.0357698246774842,0.3737422989178222,0.891640168446384,0.2941369988321677,0.9370143194821007,0.39180400565994533,0.9530287257300006,0.4988363419095647,0.880963897614451,0.522249665464169
1.1238490590409338,0.41655523341766987,0.9530287257300006,0.34029469383981603,0.9717121996858838,0.4265895149410716,0.9877266059337838,0.5403113722062922,0.907654574694284,0.5643936478624565
1.0891511788371506,0.40652095189426807,0.9903956736417673,0.3831076283396638,0.9877266059337838,0.4533475990034765,1.0170863507216006,0.577772689893659,0.9423524548980674,0.6065376302607441
1.1718922777846337,0.4078588560973883,1.0357698246774842,0.4312721796519925,1.0384388923854675,0.49080891669084326,1.059791434049334,0.6159029596825858,0.9663740642699176,0.6480126605574716
1.2519643090241335,0.3844455325427841,1.0811439757132004,0.4593681679175176,1.0784749080052172,0.5289391864797701,1.1371943975808505,0.644667900049671,0.9984028767657175,0.6874808345495188
1.3453816788035504,0.35902535268349944,1.1371943975808505,0.47274720994872005,1.1345253298728672,0.5443250848156529,1.0838130434211841,0.6326267622215889,1.027762621553534,0.7229352959322052
1.4361299808749837,0.33494307702733517,1.1905757517405173,0.467395593136239,1.1825685486165671,0.5362976595969315,1.1879066840325336,0.633295714323149,1.075805840297234,0.7537070926039707
1.5188710798224667,0.3108608013711708,1.2706477829800171,0.4406375090738342,1.0971583819611004,0.5376355638000517,1.2920003246438836,0.6005170613467031,1.115841855916984,0.771768799346094
1.593604975646,0.2881164299181266,1.3720723558833834,0.40718990399582816,1.2386189704842172,0.5209117612610488,1.3854176944233,0.5690763125733773,1.1692232100766504,0.7670861346351732
1.7110439547972667,0.2653720584650826,1.47349692878675,0.3797628678318632,1.286662189227917,0.5008431982142452,1.4708278610787668,0.5483387974250137,1.2226045642363172,0.7476865236899296
1.828482933948533,0.24864825592607953,1.5855977725220503,0.34765316695697746,1.3827486267153168,0.4720782578471599,1.5562380277342336,0.5175670007532481,1.334705407971617,0.7122320623072432
1.9912960641355162,0.23995187860579792,1.7057058193812997,0.32223298709769277,1.4654897256628003,0.4459891258863152,1.6389791266817166,0.4974984377064445,1.4334609131670004,0.6801223614323575
2.196814277650233,0.2325934054886366,1.8258138662405496,0.30216442405088917,1.5669142985661666,0.42123789812859075,1.7243892933371834,0.4801056830658813,1.5508998923182666,0.6453368521512312
2.364965543253182,0.223897028168355,1.9859579287195497,0.29012328622280703,1.6736770068854998,0.3938108619646257,1.8444973401964329,0.46338188052687834,1.6389791266817166,0.6165719117841459
2.583829095307815,0.21720750715275383,2.1888070745262826,0.2767442441916046,1.7937850537447497,0.3737422989178222,2.0126486057993827,0.4473270300894354,1.7377346318770996,0.594496492432662
2.786678241114548,0.2111869382387127,2.391656220333016,0.2713926273791236,1.9619363193476995,0.35835640058193935,2.2048214807741826,0.4312721796519925,1.8898714912321495,0.5744279293858584
2.9815201837973313,0.20449741722311154,2.6238651109275652,0.2606893937541618,2.124749449534683,0.34564631065229706,2.421015965120832,0.41722418551923,2.178130803694349,0.5470008932218934
3.1576786525242313,0.19780789620751038,2.8587430692300986,0.25199301643388017,2.3035769859695656,0.33694993333201545,2.685253668211182,0.4018382871833472,2.445037574492682,0.5235875696672891
3.3845494077028144,0.19044942309034907,3.1229807723204477,0.2426276870120384,2.5411240119800818,0.3255777476054934,2.936146032761615,0.3844455325427841,2.7146134129989985,0.5008431982142452
3.6060820274654306,0.18576675837942813,3.392556610826764,0.22791074077771578,2.7306278192468985,0.31621241818365176,3.173693058772131,0.36571487369910066,2.965505777549432,0.47609197045652063
3.875657865971747,0.179746189465387,3.6941612618288806,0.21720750715275383,2.912124423389765,0.30617813666024996,3.435261694154498,0.3469842148554173,3.2564341577196148,0.45267864690191634
4.139895569062097,0.1723877163482258,3.8943413399276308,0.21185589034027286,3.1229807723204477,0.29614385513684816,3.6941612618288806,0.32624669970705356,3.512664657686014,0.4299342754488723
4.369435391948663,0.1650292432310645,4.115873959690247,0.2038284651215515,3.389887543118781,0.27875110049628504,3.9583989649192306,0.31019184926961063,3.79825490244023,0.4018382871833472
4.596306147127246,0.15900867431702337,4.313384970081013,0.1951320878012699,3.6487871107931644,0.2667099626682028,4.2306438711335295,0.2907922383243672,4.139895569062097,0.37173544261314173
4.799155292933979,0.15566391380922273,4.601644282543213,0.18777361468410858,4.03847099615873,0.24931720802763968,4.513565048179763,0.2780821483947249,4.3854497981965626,0.34899107116009764
4.993997235616762,0.1523191533014222,4.812500631473895,0.1837599020747478,4.369435391948663,0.2339313096917569,4.777802751270113,0.26336520216040216,4.687054449198679,0.32892250811329404
5.207522652255429,0.14830544069206142,5.028695115820545,0.179746189465387,4.612320553375146,0.2252349323714753,5.042040454360462,0.2539998727385605,5.002004438740712,0.31152975347273093
5.346314173070561,0.14696753648894123,5.210191719963412,0.17573247685602633,4.791148089810029,0.21988331555899432,5.2315442616272785,0.24463454331671874,5.215529855379379,0.2994886156446488
5.501120100133595,0.14496068018426078,5.362328579318462,0.17305666844978584,4.996666303324745,0.21453169874651334,5.485105693885695,0.23861397440267773,5.354321376194512,0.2941369988321677
-0.02118098768391463,0.14295382387958044,5.503789167841578,0.17439457265290614,5.162148501219711,0.20984903403559252,-0.031857258515847975,0.3055091845586898,5.509127303257545,0.29146119042592733
,,-0.018511919975931268,0.17840828526226693,5.290263751202912,0.20650427352779188,,,-0.031857258515847975,0.3924729577615055
,,,,5.399695527230229,0.20315951301999136,,,,
,,,,5.498451032425611,0.20449741722311154,,,,
,,,,-0.023850055391897995,0.22924864498083608,,,,
